run_id,as_of_date,field,company,company_dir,ticker,status,returncode,elapsed_sec,final_recommendation,weighted_signal,auditor_passed,failed_agents,min_actual_match,avg_actual_match,threshold,chair_report_chars,db_payload_hash,db_created_at,db_output_kind,missing_snapshots,error_tail
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,네패스,nepes,033640,OK,0,3.71,보유,0.0382,True,,0.8631,0.8997,0.75,9336,8de0df7209d7032e085f227d015613e7283ed36ce0e3e8423b5cdc1d0c443642,2026-05-18T08:40:05,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 중립 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
네패스의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한미반도체,hanmi,042700,OK,0,4.56,보유,-0.1095,True,,0.8474,0.8941,0.75,8863,6313f193b6ba7dd9a226b271e2f065f36f16a535216cf25408fa722b03111fb7,2026-05-18T08:40:10,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 약한 부담 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
한미반도체의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,한솔케미칼,hansol,014680,OK,0,5.71,보유,-0.0062,True,,0.8631,0.9034,0.75,8980,923fdb68d8caf1ad8a14399a5620e97db13c3fe8ad023d0c568e07893be2ab50,2026-05-18T08:40:14,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 중립 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
한솔케미칼의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,덕산테코피아,duksan,317330,OK,0,3.95,매도,-0.2717,True,,0.8631,0.8986,0.75,9073,7cf4bdb48b9148d325a6bff8a74f6c97e2d86a939d5cdf0529c9547ad045d157,2026-05-18T08:40:20,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **매도**입니다.
- 종합 방향성 신호는 부담 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
덕산테코피아의 최종 의견은 **매도**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,엘티씨,ltc,170920,OK,0,5.9,보유,0.1118,True,,0.8631,0.9034,0.75,9231,c014ee44f5bfc862004b91212648fe89eced8b010cc4ba478e68903cd7157802,2026-05-18T08:40:26,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 약한 우호 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
엘티씨의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,DB하이텍,dbhitek,000990,OK,0,2.31,보유,0.0481,True,,0.8631,0.9034,0.75,8710,fd404291b6420f97c7a882c618ff864093c507e4c9147a5028ce4f3b4728c3d3,2026-05-18T08:40:28,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 중립 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
DB하이텍의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,미코,mico,059090,OK,0,3.96,보유,0.0881,True,,0.8631,0.8976,0.75,9452,9d9a73bf8e09df36601567d79dedcd28e9adcedbf6c4c6ca2f03e3ebe8407972,2026-05-18T08:40:32,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 약한 우호 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
미코의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,LX세미콘,lxsemicon,108320,OK,0,3.08,매수,0.04,True,,0.8631,0.8997,0.75,8797,f9025a80b565c89945db1a6cc2bf0d19fc48398827d9b63c3fa6beee1c223fe9,2026-05-18T08:40:35,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 중립 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
LX세미콘의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,제주반도체,jeju_semicon,080220,OK,0,5.13,매수,0.0076,True,,0.8446,0.88,0.75,8602,90482cd974c12e8a9fb61dc63c8cf87e4556ccc8f26b525aab5e26a3c57fcb13,2026-05-18T08:40:40,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 중립 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
제주반도체의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
chair_db_only_2025-05-01_20260518_084002,2025-05-01,반도체,어보브반도체,abov,102120,OK,0,6.0,보유,-0.1367,True,,0.8609,0.8898,0.75,8681,399624d63d7b636be9f39e13726cec2b6ca715b35d30ac2eb414edbd78ad1067,2026-05-18T08:40:46,chair_json,,"- **기술:** 특허 수보다 고객 채택, 양산, 매출 전환, 현금흐름 개선이 확인되어야 합니다.
- **자금조달:** CB/BW, 유상증자, 차입 확대는 성장자금인 동시에 주주가치 희석 위험이 될 수 있습니다.
- **거시:** 환율, 금리, 신용환경이 나빠지면 반도체 성장주의 적정가치가 낮아질 수 있습니다.

## 10. 성능평가용 라벨 요약
- 성과평가용 최종 라벨은 **보유**입니다.
- 종합 방향성 신호는 약한 부담 신호로 해석하며, 임계값을 임의로 바꾸는 대신 보조 민감도 분석에 사용합니다.
- 이번 종목은 최종 의견이 매수가 아니므로, 기본 성과평가 포트폴리오에는 편입하지 않고 관찰 대상으로 둡니다.
- 실제 성과는 기준월 말 종가 대비 다음 달 말 종가의 1개월 보유수익률로 계산하고, 반도체 후보군 동일가중 평균 또는 자기 자신을 제외한 peer 평균 대비 초과수익률을 함께 확인합니다.

## 11. 종합 의견
어보브반도체의 최종 의견은 **보유**입니다. 기술과 업황 기대는 분명히 존재하지만, 가격 안전마진과 재무·거시 부담을 함께 보면 아직은 관망이 더 적절합니다. 특히 딥테크 기업은 특허 수나 기술 키워드만으로 판단하기보다, 그 기술이 고객 채택·양산·매출·현금흐름으로 이어지는지를 확인해야 합니다. 동종기업 대비 싸 보이는 지표가 있더라도 그 이유가 성장성 부족이나 재무 부담 때문일 수 있으므로, 최신 공시와 수주·양산 근거, 자금조달 이력을 함께 확인하는 것이 좋습니다."
